,_id,idUsuario,tipo,estado,foliointerno,fechaEmision,fechaCierre,priceKey,Productos.idProducto,Productos.idLocal,Productos.unidades,Productos.precioUnitario,Productos.cantidad,Productos.importe,Especificaciones._id,Especificaciones.idLocal,Especificaciones.estructura,Especificaciones.descripcion,Especificaciones.tipo,Especificaciones.calibreECT,Especificaciones.caraExterior,Especificaciones.largo,Especificaciones.ancho,Especificaciones.alto,Especificaciones.tipoUnion,Especificaciones.suaje,Usuario._id,Usuario.apellidoContacto,Usuario.nombreContacto,Usuario.email,Usuario.calle,Usuario.numero,Usuario.alcaldia_municipio,Usuario.ciudad,Usuario.cp,Usuario.rfc,Usuario.nivelAcceso,Usuario.razonSocial,Usuario.password
43,5fc94c78eab151fb539d0eb3,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-53,2020-04-17,2020-05-06,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
44,5fc94c78eab151fb539d0eb4,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-60,2020-03-27,2020-04-15,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
45,5fc94c78eab151fb539d0eb4,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-60,2020-03-27,2020-04-15,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
46,5fc94c78eab151fb539d0eb5,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-67,2020-03-06,2020-03-25,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
47,5fc94c78eab151fb539d0eb5,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-67,2020-03-06,2020-03-25,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
48,5fc94c78eab151fb539d0eb6,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-74,2020-02-14,2020-03-04,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
49,5fc94c78eab151fb539d0eb6,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-74,2020-02-14,2020-03-04,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
50,5fc94c78eab151fb539d0eb7,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-81,2020-01-24,2020-02-12,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
51,5fc94c78eab151fb539d0eb7,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-81,2020-01-24,2020-02-12,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
52,5fc94c78eab151fb539d0eb8,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-88,2020-01-03,2020-01-22,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
53,5fc94c78eab151fb539d0eb8,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-88,2020-01-03,2020-01-22,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
54,5fc94c78eab151fb539d0eb9,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-95,2019-12-13,2020-01-01,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
55,5fc94c78eab151fb539d0eb9,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-95,2019-12-13,2020-01-01,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
56,5fc94c78eab151fb539d0eba,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-102,2019-11-22,2019-12-11,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
57,5fc94c78eab151fb539d0eba,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-102,2019-11-22,2019-12-11,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
58,5fc94c78eab151fb539d0ebb,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-109,2019-11-01,2019-11-20,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
59,5fc94c78eab151fb539d0ebb,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-109,2019-11-01,2019-11-20,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
60,5fc94c79eab151fb539d0ebc,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-116,2019-10-11,2019-10-30,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
61,5fc94c79eab151fb539d0ebc,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-116,2019-10-11,2019-10-30,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
62,5fc94c79eab151fb539d0ebd,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-123,2019-09-20,2019-10-09,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
63,5fc94c79eab151fb539d0ebd,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-123,2019-09-20,2019-10-09,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
64,5fc94c79eab151fb539d0ebe,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-130,2019-08-30,2019-09-18,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
65,5fc94c79eab151fb539d0ebe,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-130,2019-08-30,2019-09-18,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
66,5fc94c79eab151fb539d0ebf,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-137,2019-08-09,2019-08-28,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
67,5fc94c79eab151fb539d0ebf,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-137,2019-08-09,2019-08-28,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
68,5fc94c79eab151fb539d0ec0,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-144,2019-07-19,2019-08-07,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
69,5fc94c79eab151fb539d0ec0,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-144,2019-07-19,2019-08-07,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
70,5fc94c79eab151fb539d0ec1,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-151,2019-06-28,2019-07-17,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
71,5fc94c79eab151fb539d0ec1,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-151,2019-06-28,2019-07-17,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
72,5fc94c79eab151fb539d0ec2,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-158,2019-06-07,2019-06-26,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
73,5fc94c79eab151fb539d0ec2,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-158,2019-06-07,2019-06-26,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
74,5fc94c79eab151fb539d0ec3,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-165,2019-05-17,2019-06-05,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
75,5fc94c79eab151fb539d0ec3,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-165,2019-05-17,2019-06-05,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
76,5fc94c79eab151fb539d0ec4,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-172,2019-04-26,2019-05-15,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
77,5fc94c79eab151fb539d0ec4,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-172,2019-04-26,2019-05-15,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
78,5fc94c79eab151fb539d0ec5,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-179,2019-04-05,2019-04-24,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
79,5fc94c79eab151fb539d0ec5,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-179,2019-04-05,2019-04-24,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
80,5fc94c79eab151fb539d0ec6,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-186,2019-03-15,2019-04-03,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
81,5fc94c79eab151fb539d0ec6,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-186,2019-03-15,2019-04-03,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
82,5fc94c7aeab151fb539d0ec7,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-193,2019-02-22,2019-03-13,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
83,5fc94c7aeab151fb539d0ec7,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-193,2019-02-22,2019-03-13,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
84,5fc94c7aeab151fb539d0ec8,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-200,2019-02-01,2019-02-20,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
85,5fc94c7aeab151fb539d0ec8,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-200,2019-02-01,2019-02-20,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
86,5fc94c7aeab151fb539d0ec9,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-207,2019-01-11,2019-01-30,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
